179.417	13.4929
179.663	13.4443
179.597	13.2524
179.46	13.0835
179.732	13.4143
179.739	13.1218
179.722	13.4632
179.666	13.3673
179.845	13.2086
179.911	13.1559
180.112	12.451
180.18	12.3287
180.232	12.2598
180.469	12.4117
180.374	12.6015
180.336	12.5837
180.34	12.332
180.432	12.0057
180.602	11.6538
180.589	11.6525
180.298	11.837
180.443	12.1314
180.523	11.7269
180.257	11.946
180.463	11.8899
180.728	11.7267
180.614	11.6727
180.793	11.7976
180.69	11.901
180.798	11.6702
181.21	11.8764
181.297	11.8314
181.779	11.8625
181.806	11.5494
181.804	11.6429
182.024	11.8067
182.031	11.8873
182.16	11.8426
182.293	11.7355
182.657	11.4985
182.526	11.6222
182.667	11.6581
182.898	11.6994
182.834	11.3024
183.178	11.3009
182.955	11.3999
183.217	11.5542
182.896	11.5498
183.071	11.7577
183.067	11.7506
182.93	11.5554
183.27	11.6598
183.056	11.8998
183.364	11.5146
183.052	11.3973
183.26	11.4412
183.084	11.5142
182.775	11.683
182.774	11.5338
182.562	11.5044
182.854	11.5141
182.827	11.6648
183.008	11.7659
182.869	11.8172
182.761	11.8887
182.659	11.6869
182.588	11.7161
182.545	11.8015
182.621	11.9635
182.479	12.2783
182.24	11.9897
182.512	12.2969
182.176	12.5631
182.336	12.6116
182.046	12.6056
182	12.2177
181.997	12.449
182.104	12.5815
182.497	12.6093
182.975	12.6843
182.723	12.5327
182.753	12.3726
182.769	12.5469
183.063	12.3299
182.647	12.7142
182.615	12.8853
182.916	12.891
183.058	12.7703
183.223	12.0043
183.192	12.1653
183.165	12.1826
183.353	12.5032
183.308	12.8557
183.387	12.8686
183.04	12.6506
183.114	11.9184
183.167	12.0928
183.118	12.1593
183.058	12.2747
183.027	12.5477
183.159	12.1651
182.917	11.918
182.901	12.0828
183.104	11.9539
183.108	11.874
183.264	11.8528
183.215	12.0327
183.132	12.2115
183.461	12.1688
183.79	12.1084
183.944	11.9515
184.135	11.6769
183.86	11.802
184.021	11.8554
183.848	12.0504
183.885	11.7918
183.855	11.9689
183.913	11.5733
183.865	11.6587
183.943	11.7711
184.011	12.0452
184.118	11.8226
184.274	11.6227
184.155	11.7353
