179.306	151.173	12.29524298
179.219	156.393	12.50571869
179.401	155.789	12.48154638
179.473	151.892	12.32444725
179.699	149.575	12.23008585
179.749	150.673	12.27489307
179.881	150.913	12.28466524
180.203	155.698	12.47790046
180.16	154.453	12.42791213
180.215	153.532	12.39080304
179.956	148.596	12.1899959
180.288	140.338	11.84643406
180.251	139.078	11.7931336
180.347	136.32	11.67561562
180.176	142.875	11.95303309
180.141	144.401	12.01669672
180.388	141.327	11.8881033
180.371	132.49	11.51043005
180.213	130.076	11.40508658
180.334	129.4	11.37541208
180.427	127.079	11.27293218
180.524	126.33	11.23966192
180.478	119.46	10.92977584
180.345	126.528	11.24846656
180.772	129.497	11.37967486
180.971	135.707	11.64933474
181.285	142.051	11.91851501
181.35	136.745	11.69380178
181.293	132.499	11.510821
181.278	132.186	11.49721705
181.278	138.906	11.78583896
181.406	134.275	11.58770901
181.38	140.238	11.84221263
181.707	138.602	11.77293506
181.436	138.776	11.78032258
181.489	145.081	12.04495745
181.642	149.341	12.22051554
181.705	150.919	12.28490944
181.914	145.551	12.06445191
182.021	145.431	12.0594776
182.151	153.753	12.39971774
182.061	150.393	12.26348238
181.97	148.384	12.18129714
182.299	143.463	11.9776041
182.266	136.685	11.69123603
182.489	134.697	11.60590367
182.458	135.835	11.65482733
182.745	141.106	11.87880465
182.598	146.337	12.09698309
182.571	154.393	12.42549798
182.503	150.216	12.2562637
182.368	150.239	12.25720196
182.095	152.236	12.33839536
182.15	152.306	12.34123171
182.266	157.125	12.53495114
182.465	156.418	12.50671819
182.653	152.784	12.36058251
182.684	156.271	12.50083997
182.52	160.725	12.67773639
182.523	160.678	12.67588261
182.525	165.204	12.85317082
182.389	157.54	12.55149393
182.421	161.697	12.71601353
182.4	166.346	12.89751914
182.225	172.203	13.12261407
182.296	170.296	13.04975096
182.062	176.901	13.30041353
182.161	175.47	13.24650897
182.05	171.698	13.10335835
181.774	162.602	12.75154893
181.721	160.747	12.67860402
181.851	157.49	12.54950198
182.24	157.591	12.5535254
182.687	155.435	12.46735738
182.528	151.924	12.32574541
182.545	150.525	12.26886303
182.56	151.965	12.32740849
182.729	154.571	12.43265861
182.81	152.823	12.36216001
182.485	156.735	12.51938497
182.594	163.238	12.77646273
182.568	155.025	12.45090358
182.874	146.908	12.12056104
182.902	146.383	12.09888425
183.116	146.483	12.10301615
183.393	148.665	12.19282576
183.494	159.006	12.60975813
183.358	156.813	12.52249975
183.26	152.043	12.33057176
183.581	146.183	12.0906162
183.333	146.662	12.11040875
183.484	146.548	12.10570114
183.089	146.051	12.08515618
183.216	150.394	12.26352315
183.343	148.768	12.19704882
183.212	147.487	12.14442259
182.891	148.341	12.17953201
183.072	143.318	11.97154961
183.356	139.15	11.79618582
183.349	128.298	11.32687071
183.325	127.73	11.30176977
183.246	131.011	11.44600367
183.462	137.729	11.73579993
183.83	139.031	11.79114074
183.976	144.131	12.00545709
184.11	137.472	11.72484541
184.154	139.685	11.81884089
184.124	141.565	11.89810909
184.362	141.355	11.88928089
184.358	137.75	11.73669459
184.556	136.769	11.69482792
184.732	135.212	11.62806949
184.746	139.557	11.81342457
184.688	137.393	11.72147602
184.722	138.888	11.78507531
184.902	147.05	12.12641744
184.982	142.156	11.92291911
185.138	145.007	12.04188523
184.872	148.2	12.17374223
184.95	143.806	11.99191394
184.624	144.039	12.00162489
185.056	146.825	12.11713663
184.9	140.237	11.84217041
184.899	132.966	11.53108841
185.065	130.844	11.43870622
185.148	132.097	11.4933459
185.007	142.205	11.92497379
184.879	151.8	12.32071427
184.856	154.048	12.41160747
184.818	145.864	12.07741694
184.438	153.675	12.39657211
184.332	157.111	12.53439269
184.228	155.18	12.45712647
184.501	160.337	12.66242473
184.798	155.496	12.46980353
184.793	151.693	12.31637122
184.615	160.733	12.6780519
184.818	164.463	12.82431285
184.88	166.984	12.92222891
184.594	162.055	12.73008248
184.799	160.407	12.66518851
184.594	167.761	12.95225849
184.626	180.034	13.41767491
184.564	169.51	13.01960061
184.637	169.058	13.00223058
184.524	164.463	12.82431285
184.421	154.496	12.42964199
184.259	152.461	12.34750987
184.102	150.535	12.26927056
184.285	153.846	12.40346726
184.38	153.932	12.40693355
184.918	158.507	12.58995631
185.033	154.771	12.44069934
184.975	156.389	12.50555876
184.859	155.389	12.46551242
185.159	157.501	12.54994024
185.247	159.16	12.61586303
185.085	163.606	12.79085611
185.049	163.668	12.79327949
185.067	164.294	12.81772211
185.176	155.934	12.4873536
185.401	156.913	12.52649193
185.49	156.857	12.52425646
185.549	156.688	12.51750774
185.842	170.7	13.06522101
185.626	174.81	13.22157328
185.639	171.887	13.11056826
185.557	167.554	12.94426514
185.609	167.746	12.95167943
185.662	163.901	12.80238259
185.484	149.23	12.21597315
185.337	157.531	12.55113541
185.441	154.543	12.43153249
185.614	155.645	12.47577653
185.215	155.14	12.45552086
185.436	149.691	12.23482734
185.617	148.757	12.19659789
185.516	142.527	11.93846724
185.596	142.837	11.95144343
185.303	140.144	11.83824311
185.417	147.723	12.1541351
185.763	150.12	12.25234671
185.751	157.746	12.55969745
186.085	149.314	12.21941079
185.993	156.807	12.52226018
186.003	150.989	12.28775814
186.199	149.352	12.22096559
186.102	146.468	12.10239646
186.152	145.54	12.06399602
186.246	138.364	11.76282279
186.608	140.824	11.86692884
186.361	134.837	11.61193352
186.617	140.346	11.84677171
186.735	151.021	12.28906018
186.721	147.283	12.13602076
186.783	154.894	12.44564181
186.708	156.674	12.51694851
186.809	156.439	12.50755772
186.466	169.774	13.02973522
186.817	164.838	12.83892519
186.915	158.369	12.58447456
186.762	147.152	12.13062241
187.029	147.696	12.15302431
186.814	147.246	12.13449628
186.959	149.327	12.21994272
186.647	160.544	12.67059588
186.654	169.89	13.03418582
186.62	165.276	12.85597138
186.268	165.64	12.87012043
186.261	169.627	13.02409306
186.063	167.88	12.95685147
186.411	172.679	13.14073818
186.503	176.987	13.30364612
