0   	173.777   	13.8794   	
4e-08   	174.035   	14.1577   	
8e-08   	173.791   	13.7133   	
1.2e-07   	173.828   	13.7876   	
1.6e-07   	174.237   	13.9563   	
2e-07   	174.325   	14.248   	
2.4e-07   	174.612   	14.0643   	
2.8e-07   	174.692   	13.6915   	
3.2e-07   	174.858   	13.6458   	
3.6e-07   	175.121   	13.5568   	
4e-07   	175.193   	13.4417   	
4.4e-07   	175.304   	13.2285   	
4.8e-07   	174.974   	13.4313   	
5.2e-07   	175.203   	13.4043   	
5.6e-07   	175.334   	13.7592   	
6e-07   	175.359   	13.7718   	
6.4e-07   	175.266   	13.5486   	
6.8e-07   	175.3   	13.4171   	
7.2e-07   	175.546   	13.746   	
7.6e-07   	175.325   	13.925   	
8e-07   	175.371   	14.2726   	
8.4e-07   	175.605   	14.127   	
8.8e-07   	175.58   	14.6236   	
9.2e-07   	175.715   	14.5378   	
9.6e-07   	175.72   	14.7261   	
1e-06   	175.646   	14.5845   	
1.04e-06   	176.01   	14.8106   	
1.08e-06   	176.345   	14.4747   	
1.12e-06   	176.651   	14.3584   	
1.16e-06   	176.849   	14.4954   	
1.2e-06   	176.733   	14.543   	
1.24e-06   	176.938   	14.4474   	
1.28e-06   	176.92   	14.2833   	
1.32e-06   	177.263   	14.0531   	
1.36e-06   	177.328   	13.9975   	
1.4e-06   	177.581   	14.1372   	
1.44e-06   	177.552   	14.41   	
1.48e-06   	177.714   	13.9253   	
1.52e-06   	177.875   	13.8249   	
1.56e-06   	178.038   	13.9145   	
1.6e-06   	178.346   	13.9518   	
1.64e-06   	178.31   	14.5218   	
1.68e-06   	178.632   	14.1125   	
1.72e-06   	178.41   	13.5531   	
1.76e-06   	178.498   	13.8111   	
1.8e-06   	178.738   	13.7381   	
1.84e-06   	178.637   	13.7552   	
1.88e-06   	178.962   	14.1782   	
1.92e-06   	178.893   	14.1731   	
1.96e-06   	179.335   	14.3573   	
2e-06   	179.075   	14.3076   	
2.04e-06   	179.117   	14.0682   	
2.08e-06   	179.093   	14.2138   	
2.12e-06   	178.981   	14.2945   	
2.16e-06   	178.651   	14.2925   	
2.2e-06   	178.641   	14.4211   	
2.24e-06   	178.977   	14.0131   	
2.28e-06   	179.069   	14.201   	
2.32e-06   	179.289   	14.2833   	
2.36e-06   	179.509   	14.2617   	
2.4e-06   	179.43   	14.3201   	
2.44e-06   	179.448   	14.3126   	
2.48e-06   	179.501   	14.0827   	
2.52e-06   	179.56   	14.1082   	
2.56e-06   	179.555   	14.3024   	
2.6e-06   	179.525   	14   	
2.64e-06   	179.534   	14.1198   	
2.68e-06   	179.455   	14.0575   	
2.72e-06   	179.55   	14.0427   	
2.76e-06   	179.577   	14.0022   	
2.8e-06   	179.615   	13.6275   	
2.84e-06   	179.277   	13.9137   	
2.88e-06   	179.3   	14.0356   	
2.92e-06   	179.424   	14.118   	
2.96e-06   	179.838   	14.0379   	
3e-06   	180.31   	14.5627   	
3.04e-06   	180.237   	14.4028   	
3.08e-06   	180.346   	14.4281   	
3.12e-06   	180.416   	14.3897   	
3.16e-06   	180.774   	14.9946   	
3.2e-06   	180.745   	14.6735   	
3.24e-06   	180.648   	14.4328   	
3.28e-06   	180.954   	14.879   	
3.32e-06   	180.976   	14.804   	
3.36e-06   	181.27   	14.8901   	
3.4e-06   	181.399   	14.4338   	
3.44e-06   	181.459   	14.5765   	
3.48e-06   	181.733   	14.5313   	
3.52e-06   	181.883   	14.2294   	
3.56e-06   	181.826   	14.2039   	
3.6e-06   	181.588   	14.3781   	
3.64e-06   	181.995   	14.6366   	
3.68e-06   	181.905   	14.9652   	
3.72e-06   	181.965   	15.1028   	
3.76e-06   	181.846   	15.2925   	
3.8e-06   	181.815   	14.8201   	
3.84e-06   	181.997   	14.9468   	
3.88e-06   	182.092   	15.3618   	
3.92e-06   	181.798   	15.4811   	
3.96e-06   	182.027   	15.5957   	
4e-06   	182.279   	15.9456   	
4.04e-06   	182.302   	15.8498   	
4.08e-06   	182.195   	16.0822   	
4.12e-06   	182.118   	15.9635   	
4.16e-06   	182.585   	15.975   	
4.2e-06   	182.808   	15.8292   	
4.24e-06   	183.039   	15.959   	
4.28e-06   	183.233   	15.9716   	
4.32e-06   	183.375   	15.974   	
4.36e-06   	183.435   	16.1999   	
4.4e-06   	183.367   	15.8902   	
4.44e-06   	183.656   	16.0316   	
4.48e-06   	183.778   	15.9093   	
4.52e-06   	184.093   	15.9655   	
4.56e-06   	184.066   	16.0311   	
4.6e-06   	184.236   	15.611   	
4.64e-06   	184.237   	15.7523   	
4.68e-06   	184.383   	15.749   	
4.72e-06   	184.665   	15.9124   	
4.76e-06   	184.819   	16.2666   	
4.8e-06   	184.844   	15.7183   	
4.84e-06   	184.819   	15.6245   	
4.88e-06   	184.641   	15.6443   	
4.92e-06   	184.925   	15.3228   	
4.96e-06   	184.878   	15.3051   	
5e-06   	185.073   	15.7838   	
5.04e-06   	185.255   	15.5507   	
5.08e-06   	185.48   	15.6273   	
5.12e-06   	185.325   	15.8771   	
5.16e-06   	185.36   	15.2794   	
5.2e-06   	185.265   	15.3784   	
5.24e-06   	185.148   	15.5025   	
5.28e-06   	184.84   	15.3829   	
5.32e-06   	184.899   	15.3731   	
5.36e-06   	184.945   	15.0862   	
5.4e-06   	185.11   	15.1736   	
5.44e-06   	185.479   	15.0006   	
5.48e-06   	185.515   	14.8599   	
5.52e-06   	185.361   	14.8621   	
5.56e-06   	185.493   	14.9726   	
5.6e-06   	185.623   	14.8933   	
5.64e-06   	185.449   	14.8339   	
5.68e-06   	185.593   	14.9329   	
5.72e-06   	185.411   	14.8708   	
5.76e-06   	185.416   	14.9438   	
5.8e-06   	185.393   	14.9553   	
5.84e-06   	185.355   	15.1147   	
5.88e-06   	185.41   	14.9904   	
5.92e-06   	185.279   	14.6801   	
5.96e-06   	185.159   	14.6068   	
6e-06   	184.958   	14.7584   	
6.04e-06   	185.335   	14.6803   	
6.08e-06   	185.508   	15.2758   	
6.12e-06   	186.056   	15.6053   	
6.16e-06   	185.986   	15.6915   	
6.2e-06   	186.13   	15.7325   	
6.24e-06   	186.154   	15.7998   	
6.28e-06   	186.358   	16.1392   	
6.32e-06   	186.489   	16.2248   	
6.36e-06   	186.373   	15.9359   	
6.4e-06   	186.485   	15.7963   	
6.44e-06   	186.383   	15.7993   	
6.48e-06   	186.782   	16.0869   	
6.52e-06   	186.807   	15.8281   	
6.56e-06   	186.993   	15.8014   	
6.6e-06   	186.973   	15.8973   	
6.64e-06   	187.289   	15.3344   	
6.68e-06   	187.12   	15.4299   	
6.72e-06   	186.997   	15.5071   	
6.76e-06   	187.182   	15.6483   	
6.8e-06   	186.778   	15.8309   	
6.84e-06   	187.071   	15.999   	
6.88e-06   	186.876   	16.5901   	
6.92e-06   	186.869   	15.9596   	
6.96e-06   	186.939   	15.9737   	
7e-06   	187.01   	16.0332   	
7.04e-06   	186.653   	16.3064   	
7.08e-06   	186.978   	16.3375   	
7.12e-06   	187.068   	16.8581   	
7.16e-06   	187.178   	16.9847   	
7.2e-06   	187.31   	16.9688   	
7.24e-06   	187.144   	17.0297   	
7.28e-06   	187.387   	17.1948   	
7.32e-06   	187.861   	17.1381   	
7.36e-06   	187.996   	17.1316   	
7.4e-06   	188.237   	17.2564   	
7.44e-06   	188.183   	17.0689   	
7.48e-06   	188.259   	17.5047   	
7.52e-06   	188.441   	17.2481   	
7.56e-06   	188.523   	17.1877   	
7.6e-06   	188.653   	17.1036   	
7.64e-06   	188.748   	17.2182   	
7.68e-06   	189.026   	17.2534   	
7.72e-06   	188.976   	17.0784   	
7.76e-06   	189.239   	16.9609   	
7.8e-06   	189.37   	17.2296   	
7.84e-06   	189.512   	17.4042   	
7.88e-06   	189.659   	17.3921   	
7.92e-06   	189.71   	17.1524   	
7.96e-06   	189.954   	17.0456   	
8e-06   	189.57   	16.9962   	
8.04e-06   	189.942   	16.7618   	
8.08e-06   	189.953   	16.8903   	
8.12e-06   	190.157   	17.3463   	
8.16e-06   	190.443   	17.3665   	
8.2e-06   	190.44   	17.2113   	
8.24e-06   	190.406   	17.4732   	
8.28e-06   	190.25   	17.1903   	
8.32e-06   	190.237   	16.8193   	
8.36e-06   	190.126   	17.1341   	
8.4e-06   	189.842   	17.0458   	
8.44e-06   	189.876   	16.9899   	
8.48e-06   	189.708   	16.7134   	
8.52e-06   	189.981   	16.7382   	
8.56e-06   	190.059   	16.6339   	
8.6e-06   	190.092   	16.5646   	
8.64e-06   	189.935   	16.6414   	
8.68e-06   	190.183   	16.7391   	
8.72e-06   	190.01   	16.8692   	
8.76e-06   	189.698   	17.1116   	
8.8e-06   	189.815   	16.9689   	
8.84e-06   	189.782   	17.2303   	
8.88e-06   	189.808   	17.3016   	
8.92e-06   	189.506   	17.2191   	
8.96e-06   	189.76   	17.2613   	
